Rank,Actor_ID,Name,Img_link,Experince,Work
609,nm1065664,Stana Katic,"https://m.media-amazon.com/images/M/MV5BMGE2ZTIzMDEtNmYwYi00Njc4LWFiNzctMGIyYmRhMjNhMTk1XkEyXkFqcGdeQXVyMjAwNDk5Njk@._V1_UY209_CR26,0,140,209_AL_.jpg",Actress,Castle (tt1219024)
610,nm0005466,Julia Stiles,"https://m.media-amazon.com/images/M/MV5BMTgxNjUxNDk3MF5BMl5BanBnXkFtZTcwMzM0NjA0NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,10 Things I Hate About You (tt0147800)
611,nm1015262,Leighton Meester,"https://m.media-amazon.com/images/M/MV5BYmQzM2E1ZWUtZDBjOC00MDk3LWE4YjItZWVjMTk3MzAwYTBjXkEyXkFqcGdeQXVyMTA2MDIzMDE5._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,The Roommate (tt1265990)
612,nm2809577,Jenny Slate,"https://m.media-amazon.com/images/M/MV5BMjM0YjI1MzMtNTliMy00YTMwLTllOTUtOWVhMjY1ZmQxOThkXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UY209_CR39,0,140,209_AL_.jpg",Actress,Obvious Child (tt2910274)
613,nm6145629,Kelly Gale,"https://m.media-amazon.com/images/M/MV5BY2IyNWIwM2EtYjE3MC00ODVlLWJmMTYtM2M3YmY2NWUxODI2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Plane (tt5884796)
614,nm1235530,Michael Urie,"https://m.media-amazon.com/images/M/MV5BMTc4MDIwNjEwOF5BMl5BanBnXkFtZTcwOTE4MTU0Mw@@._V1_UY209_CR6,0,140,209_AL_.jpg",Actor,Ugly Betty (tt0805669)
615,nm0511088,Andrew Lincoln,"https://m.media-amazon.com/images/M/MV5BMjI2NDYyNjg4NF5BMl5BanBnXkFtZTcwMjI5OTMwNA@@._V1_UY209_CR7,0,140,209_AL_.jpg",Actor,The Walking Dead (tt1520211)
616,nm2100081,Phoebe Tonkin,"https://m.media-amazon.com/images/M/MV5BZDc0OGU0ZDMtOWNmOC00OWQ2LWE1NmUtN2FiMzBkMmZmN2Y0XkEyXkFqcGdeQXVyMTY2OTA0MTY@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,"Tomorrow, When the War Began (tt1456941)"
617,nm0000168,Samuel L. Jackson,"https://m.media-amazon.com/images/M/MV5BMTQ1NTQwMTYxNl5BMl5BanBnXkFtZTYwMjA1MzY1._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Pulp Fiction (tt0110912)
618,nm1659547,Carey Mulligan,"https://m.media-amazon.com/images/M/MV5BNjQ1NGM2ODUtODc3Ny00ZjdhLTljNzEtMmY2M2M2MDY2Y2IzXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Never Let Me Go (tt1334260)
619,nm0868219,Guillermo del Toro,"https://m.media-amazon.com/images/M/MV5BOTUzNTYwNjE0N15BMl5BanBnXkFtZTcwMjc0ODM1Mw@@._V1_UY209_CR13,0,140,209_AL_.jpg",Writer,El laberinto del fauno (tt0457430)
620,nm0093589,Matt Bomer,"https://m.media-amazon.com/images/M/MV5BMjA5NTE4NTE5NV5BMl5BanBnXkFtZTcwMTcyOTY5Mw@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,In Time (tt1637688)
621,nm2948025,Aimee Carrero,"https://m.media-amazon.com/images/M/MV5BNjhjYmE4ZjQtNDkyMy00YjVhLWI1ODktNDFhOTJiZDMyYjc5XkEyXkFqcGdeQXVyMTEzODQxMzYz._V1_UY209_CR5,0,140,209_AL_.jpg",Actress,The Menu (tt9764362)
622,nm0000378,Minnie Driver,"https://m.media-amazon.com/images/M/MV5BMTg3NDA2NjkxMV5BMl5BanBnXkFtZTcwMjA0NzcwNA@@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,Circle of Friends (tt0112679)
623,nm0000208,Molly Ringwald,"https://m.media-amazon.com/images/M/MV5BMjM4MzM1NTkxNF5BMl5BanBnXkFtZTgwMzA4NTk3MjE@._V1_UY209_CR12,0,140,209_AL_.jpg",Actress,Sixteen Candles (tt0088128)
624,nm1404239,Evan Peters,"https://m.media-amazon.com/images/M/MV5BMjA2NDg2ODYwMV5BMl5BanBnXkFtZTgwNTE4MzQyNzE@._V1_UY209_CR0,0,140,209_AL_.jpg",Actor,X-Men: Apocalypse (tt3385516)
625,nm0479471,Shia LaBeouf,"https://m.media-amazon.com/images/M/MV5BZjNjNTI5NGMtMmMzZS00ZWRhLWJhZDQtMWEwODlkMzEyNWJlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR11,0,140,209_AL_.jpg",Actor,Honey Boy (tt8151874)
626,nm0413168,Hugh Jackman,"https://m.media-amazon.com/images/M/MV5BNDExMzIzNjk3Nl5BMl5BanBnXkFtZTcwOTE4NDU5OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Les Misérables (tt1707386)
627,nm9476408,Hunter Schafer,"https://m.media-amazon.com/images/M/MV5BYTE4ZmU3NTQtMWY0OC00YmQ5LThlOTEtMTc3NjcwZjMwN2QzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Euphoria (tt8772296)
628,nm0000695,Joanne Whalley,"https://m.media-amazon.com/images/M/MV5BMTkzNDYzMDYxMF5BMl5BanBnXkFtZTcwMDI0NDgyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Willow (tt0096446)
629,nm0803889,Bill Skarsgård,"https://m.media-amazon.com/images/M/MV5BODBlNmRhODYtOWE2Ni00MTZmLWExMWYtMmRjYWNhNDRjNGU2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY209_CR80,0,140,209_AL_.jpg",Actor,It (tt1396484)
630,nm10057569,Nicholas Cirillo,"https://m.media-amazon.com/images/M/MV5BY2MyYjZhNzgtN2M3YS00NDFjLThiOTUtYjMyZDEyY2U0YWY3XkEyXkFqcGdeQXVyODg5NjUyNjk@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Outer Banks (tt10293938)
631,nm0405103,Sarah Hyland,"https://m.media-amazon.com/images/M/MV5BMjI0Njc0NDA2OV5BMl5BanBnXkFtZTgwMTAyMzM0NzE@._V1_UY209_CR12,0,140,209_AL_.jpg",Actress,Vampire Academy (tt1686821)
632,nm5607823,Jack Champion,"https://m.media-amazon.com/images/M/MV5BNGFiNjM2YzItMDJlNC00ODc4LTk2NTMtZDA1YmIwMGNiNmE1XkEyXkFqcGdeQXVyNTU3ODc2ODU@._V1_UY209_CR86,0,140,209_AL_.jpg",Actor,Avatar: The Way of Water (tt1630029)
633,nm0039148,Aaron Ashmore,"https://m.media-amazon.com/images/M/MV5BMTI1MjYyNDM4NV5BMl5BanBnXkFtZTYwODAwNDIz._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Veronica Mars (tt0412253)
634,nm1374980,Zac Efron,"https://m.media-amazon.com/images/M/MV5BMTUxNzY3NzYwOV5BMl5BanBnXkFtZTgwNzQ3Mzc4MTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,17 Again (tt0974661)
635,nm0005562,Owen Wilson,"https://m.media-amazon.com/images/M/MV5BMTgwMzQ4ODYxMV5BMl5BanBnXkFtZTcwNDAwMTc2NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Royal Tenenbaums (tt0265666)
636,nm0001822,Robert Wagner,"https://m.media-amazon.com/images/M/MV5BMDJkMmZjNDQtMzU4ZS00NzZmLWE5OTYtYTRlN2I5ODEwYmMzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Towering Inferno (tt0072308)
637,nm1102577,Elle Fanning,"https://m.media-amazon.com/images/M/MV5BOTM3ODNjNTYtNjBhOC00ZTNkLTg4YjAtMzU3M2EyMDhkM2EyXkEyXkFqcGdeQXVyMTk2ODc0MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Super 8 (tt1650062)
638,nm1063517,Kathryn Hahn,"https://m.media-amazon.com/images/M/MV5BMjE1OTcxNDczMl5BMl5BanBnXkFtZTcwMDA1NDcyMQ@@._V1_UY209_CR10,0,140,209_AL_.jpg",Actress,Afternoon Delight (tt2312890)
639,nm0810619,Jurnee Smollett,"https://m.media-amazon.com/images/M/MV5BNWM0ZmNhZTgtMGVkYS00OTg3LTlkYzUtZTdjMjUzNDc5YjhiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn (tt7713068)
640,nm0005420,Marley Shelton,"https://m.media-amazon.com/images/M/MV5BMTY1NzU0MDM5NF5BMl5BanBnXkFtZTcwODk3MDY3Mg@@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,Planet Terror (tt1077258)
641,nm0608090,Samantha Morton,"https://m.media-amazon.com/images/M/MV5BMTUwNjc2MTg3N15BMl5BanBnXkFtZTcwOTQzODI3MQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",Actress,Minority Report (tt0181689)
642,nm1638321,Maya Hawke,"https://m.media-amazon.com/images/M/MV5BOGYzNjE2MDYtMjhhNi00MGE4LTk1ZDUtM2ZmODZlMmQ2ZjE3XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Fear Street: 1994 (tt6566576)
643,nm1443644,Megan Boone,"https://m.media-amazon.com/images/M/MV5BOTI2ZWYzZjktZDE4Yy00ZWVkLTg3ZmYtNzJiYjI5ODE4YTY3XkEyXkFqcGdeQXVyMjI0OTMyNzY@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Accused (tt7949212)
644,nm0000119,Tia Carrere,"https://m.media-amazon.com/images/M/MV5BMjAxOTEzMzM0M15BMl5BanBnXkFtZTcwNzIzNDkzMQ@@._V1_UY209_CR19,0,140,209_AL_.jpg",Actress,Wayne's World (tt0105793)
645,nm0005210,Tim McGraw,"https://m.media-amazon.com/images/M/MV5BMjcyNTkyOTY4OV5BMl5BanBnXkFtZTcwODI2NzQ5Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Tomorrowland (tt1964418)
646,nm0388382,Tyler Hoechlin,"https://m.media-amazon.com/images/M/MV5BOTZlNzdlYWQtYjQyYi00MTMwLTgwZDMtMjU4ZTc0OTM3NWYxXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Road to Perdition (tt0257044)
647,nm0372176,Lena Headey,"https://m.media-amazon.com/images/M/MV5BMzIwMjIwNjg0M15BMl5BanBnXkFtZTgwOTI3MDEzMDE@._V1_UY209_CR10,0,140,209_AL_.jpg",Actress,300 (tt0416449)
648,nm0000178,Diane Lane,"https://m.media-amazon.com/images/M/MV5BNDIxNWNhZGYtYzgyYi00YTc1LTg5NjItYTA1ZjMyYmFmZDliXkEyXkFqcGdeQXVyMTA2MDIzMDE5._V1_UY209_CR86,0,140,209_AL_.jpg",Actress,Unfaithful (tt0250797)
649,nm9875384,Milena Smit,"https://m.media-amazon.com/images/M/MV5BNjkyMTBmMDMtNWQ2Zi00ZmRiLTkxMmEtYjhjMzU1YjYxMGYwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR18,0,140,209_AL_.jpg",Actress,Madres paralelas (tt12618926)
650,nm0001314,John Hannah,"https://m.media-amazon.com/images/M/MV5BMTk4Nzk0NjA5OV5BMl5BanBnXkFtZTcwNjM2NDA4MQ@@._V1_UY209_CR7,0,140,209_AL_.jpg",Actor,Four Weddings and a Funeral (tt0109831)
651,nm0607185,Jennifer Morrison,"https://m.media-amazon.com/images/M/MV5BYjM0Zjg3MmItZmJiZi00YzQxLWE4NGItMmVhZmE2NzQzMDg2XkEyXkFqcGdeQXVyNjg2NzY5Nzc@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,House M.D. (tt0412142)
652,nm0005394,Jeri Ryan,"https://m.media-amazon.com/images/M/MV5BYTM4NTJlZjEtNjdiNS00Y2Y5LTlhYzMtNzVkMjU1MjZmNDE5XkEyXkFqcGdeQXVyMjEwODk5MDY@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Star Trek: Voyager (tt0112178)
653,nm2087739,Jeremy Allen White,"https://m.media-amazon.com/images/M/MV5BM2RhYTkxMTAtYTM4My00NzE4LWFjYmUtZWNhYmM3YmZhNGZmXkEyXkFqcGdeQXVyNzQ0MDUyMzg@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Shameless (tt1586680)
654,nm0108287,Jordana Brewster,"https://m.media-amazon.com/images/M/MV5BMTc1OTMwMzM3NF5BMl5BanBnXkFtZTgwMTM5MzIyODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Fast & Furious 7 (tt2820852)
655,nm0005342,Norman Reedus,"https://m.media-amazon.com/images/M/MV5BMTQ5ODE4NTgzMl5BMl5BanBnXkFtZTcwODI0MjAwMw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actor,The Walking Dead (tt1520211)
656,nm0176882,A.J. Cook,"https://m.media-amazon.com/images/M/MV5BODA1OTc5MjQtNjU5YS00NjIzLTgyMzQtNmUzY2I2ODViNDNhXkEyXkFqcGdeQXVyMTQzNzIxMDI@._V1_UY209_CR21,0,140,209_AL_.jpg",Actress,Criminal Minds (tt0452046)
657,nm0277213,Nathan Fillion,"https://m.media-amazon.com/images/M/MV5BMTkxODM3ODY2Nl5BMl5BanBnXkFtZTgwMzAyMjU2NzE@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,Castle (tt1219024)
658,nm0000719,F. Murray Abraham,"https://m.media-amazon.com/images/M/MV5BNDQ2MzQ2ODYxM15BMl5BanBnXkFtZTcwODY3NTIxNw@@._V1_UY209_CR3,0,140,209_AL_.jpg",Actor,The Grand Budapest Hotel (tt2278388)
659,nm1211488,Lynn Collins,"https://m.media-amazon.com/images/M/MV5BMTQ2NzY3NzMzM15BMl5BanBnXkFtZTYwNzEzNTE2._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,X-Men Origins: Wolverine (tt0458525)
660,nm1212722,Benedict Cumberbatch,"https://m.media-amazon.com/images/M/MV5BMjE0MDkzMDQwOF5BMl5BanBnXkFtZTgwOTE1Mjg1MzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Actor,The Imitation Game (tt2084970)
661,nm0193295,Cliff Curtis,"https://m.media-amazon.com/images/M/MV5BMTIxMzA1MDQyM15BMl5BanBnXkFtZTYwNzMwMjI3._V1_UY209_CR15,0,140,209_AL_.jpg",Actor,Risen (tt3231054)
662,nm5435959,Frida Gustavsson,"https://m.media-amazon.com/images/M/MV5BZWE4YzNlY2ItMWE3Yi00YjNmLWE1YTItNGE0OTU1ZGQwY2QwXkEyXkFqcGdeQXVyODIxNjY2MjI@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Vikings: Valhalla (tt11311302)
663,nm1782299,Imogen Poots,"https://m.media-amazon.com/images/M/MV5BMTU3OTA3MzM2NV5BMl5BanBnXkFtZTcwMDczNjY0Mw@@._V1_UY209_CR14,0,140,209_AL_.jpg",Actress,Vivarium (tt8368406)
664,nm0565250,Melissa McCarthy,"https://m.media-amazon.com/images/M/MV5BMTg5NjA3ODkyMl5BMl5BanBnXkFtZTgwNTU4Mzg5NjE@._V1_UY209_CR12,0,140,209_AL_.jpg",Actress,The Heat (tt2404463)
665,nm0005286,Haley Joel Osment,"https://m.media-amazon.com/images/M/MV5BZjY0MjRhNjEtNGVlYi00YzZhLWFhNDEtMjlhNjBiNzM3Y2RkXkEyXkFqcGdeQXVyMjQxMDQzMjA@._V1_UY209_CR69,0,140,209_AL_.jpg",Actor,The Sixth Sense (tt0167404)
666,nm0009918,Amy Acker,"https://m.media-amazon.com/images/M/MV5BMTczNjg5Mzc0MV5BMl5BanBnXkFtZTcwODg0NTM2OQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Angel (tt0162065)
667,nm1472917,Zach Gilford,"https://m.media-amazon.com/images/M/MV5BMTg1MDc0NjQyMV5BMl5BanBnXkFtZTgwNTkyMTIzMDE@._V1_UY209_CR27,0,140,209_AL_.jpg",Actor,The Purge: Anarchy (tt2975578)
668,nm0500200,Chyler Leigh,"https://m.media-amazon.com/images/M/MV5BMTc5NjUwMzEwMl5BMl5BanBnXkFtZTcwOTc4Mzk5MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Not Another Teen Movie (tt0277371)
669,nm0315288,John Getz,"https://m.media-amazon.com/images/M/MV5BMjAwNDcxODcwMF5BMl5BanBnXkFtZTcwMjQ2MzMzMQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,The Social Network (tt1285016)
670,nm1913125,Ramón Rodríguez,"https://m.media-amazon.com/images/M/MV5BMTg2NjM2MTMxM15BMl5BanBnXkFtZTgwMTUxOTU3MjE@._V1_UY209_CR87,0,140,209_AL_.jpg",Actor,Transformers: Revenge of the Fallen (tt1055369)
671,nm2645189,Shelley Hennig,"https://m.media-amazon.com/images/M/MV5BMTYxMTkyNDg4N15BMl5BanBnXkFtZTgwNTYzMzg0MDI@._V1_UY209_CR11,0,140,209_AL_.jpg",Actress,Unfriended (tt3713166)
672,nm0000191,Ewan McGregor,"https://m.media-amazon.com/images/M/MV5BMTg1MjQ0MDg0Nl5BMl5BanBnXkFtZTcwNjYyNjI5Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Actor,Moulin Rouge! (tt0203009)
673,nm5097044,Isabela Merced,"https://m.media-amazon.com/images/M/MV5BMTY0MTg4MzQ2Ml5BMl5BanBnXkFtZTgwNzM1NjkwNjM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Transformers: The Last Knight (tt3371366)
674,nm3886586,Diego Calva,"https://m.media-amazon.com/images/M/MV5BMmE2ODE0MGMtNWNmZi00MTIxLWIzM2UtODBjNWNjYjAzMmY5XkEyXkFqcGdeQXVyMzcwODk1NDA@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Babylon (tt10640346)
675,nm1620783,Meghan Markle,"https://m.media-amazon.com/images/M/MV5BMjExNzU3ODY3NF5BMl5BanBnXkFtZTcwMjI0MzM0OA@@._V1_UY209_CR31,0,140,209_AL_.jpg",Actress,Remember Me (tt1403981)
676,nm3783235,Nichole Sakura,"https://m.media-amazon.com/images/M/MV5BODA2NGZlOWEtNTI2Zi00NmY4LTgxNDQtYjUyNDA4YjFhMWZhXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Until Dawn (tt2742544)
677,nm0000474,Michael Keaton,"https://m.media-amazon.com/images/M/MV5BZmNiZmMzN2MtOTNkMy00YjA1LTg4NzktMWI4Njg1NzI3ODAyXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Birdman or (The Unexpected Virtue of Ignorance) (tt2562232)
678,nm0745751,Jonathan Roumie,"https://m.media-amazon.com/images/M/MV5BMGI2OThkOGMtYTU0Zi00YmRiLWJmZTgtYjgxYTczODE5YzEwXkEyXkFqcGdeQXVyMjg3OTMyOA@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,The Chosen (tt9471404)
679,nm0001315,Marcia Gay Harden,"https://m.media-amazon.com/images/M/MV5BMTkxNDc3Njk3NF5BMl5BanBnXkFtZTgwODIxMjUxNzM@._V1_UY209_CR34,0,140,209_AL_.jpg",Actress,Mystic River (tt0327056)
680,nm6568724,Mariel Molino,"https://m.media-amazon.com/images/M/MV5BM2I2Y2ZmNDAtN2IwYS00ZGY4LTlhZjAtNWQyZTZmN2E1NDE3XkEyXkFqcGdeQXVyNjI3MjI0NTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Watchful Eye (tt15422758)
681,nm0692677,Tyler Posey,"https://m.media-amazon.com/images/M/MV5BMTkzMTcyNzg5NF5BMl5BanBnXkFtZTcwMjk3NTU1NQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actor,Teen Wolf (tt1567432)
682,nm4836100,Nell Tiger Free,"https://m.media-amazon.com/images/M/MV5BOTE2OGFkODgtMjI2NS00YTAzLTk5ZGQtZGFhNjMyOTNhYmIwXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Game of Thrones (tt0944947)
683,nm0199590,Brittany Daniel,"https://m.media-amazon.com/images/M/MV5BMTkyNzQ0NTQxMV5BMl5BanBnXkFtZTcwNjgzMDcyMQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,Skyline (tt1564585)
684,nm2946516,Claire Foy,"https://m.media-amazon.com/images/M/MV5BNTI5OTMwNzM4NV5BMl5BanBnXkFtZTcwNDY1NjkyNA@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actress,First Man (tt1213641)
685,nm1727304,Domhnall Gleeson,"https://m.media-amazon.com/images/M/MV5BMjA5MjI0MzY2MF5BMl5BanBnXkFtZTcwMzM3ODM3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Ex Machina (tt0470752)
686,nm6795924,Chase Stokes,"https://m.media-amazon.com/images/M/MV5BZTMyMGY4ZGItNDFjMi00OTc4LTg4MDUtM2MyZDZmMjJjZDYxXkEyXkFqcGdeQXVyNTI4NDQxMTk@._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,Outer Banks (tt10293938)
687,nm0000495,Téa Leoni,"https://m.media-amazon.com/images/M/MV5BNjYzOTc0Nzc3Ml5BMl5BanBnXkFtZTgwMzQ0NTA0NzM@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,The Family Man (tt0218967)
688,nm1130627,Cobie Smulders,"https://m.media-amazon.com/images/M/MV5BN2ViYjA1NzAtMTU0NS00NTc4LThmNGItZDJlNzY4YjQ2OWMwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Avengers (tt0848228)
689,nm2167502,Gloria Votsis,"https://m.media-amazon.com/images/M/MV5BNmQ1MDgyYTMtMzk5My00M2RlLWEwYzAtYWJlODc1ZTFhM2M1XkEyXkFqcGdeQXVyMTUyNDUxMjQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Person of Interest (tt1839578)
690,nm0278979,Jenna Fischer,"https://m.media-amazon.com/images/M/MV5BMTMyOTYzODQ5MF5BMl5BanBnXkFtZTcwMjE3MDgzMQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,The Office (tt0386676)
691,nm0059215,Mischa Barton,"https://m.media-amazon.com/images/M/MV5BOTIyNzYyMTA1MF5BMl5BanBnXkFtZTcwMDE4NjgyMQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",Actress,The O.C. (tt0362359)
692,nm0004395,Adam Scott,"https://m.media-amazon.com/images/M/MV5BOGUwZmFkODEtMWYwMi00NjE2LThhYzYtMmMxMTMyYTRhMzIxXkEyXkFqcGdeQXVyOTIyNzUwNjI@._V1_UY209_CR6,0,140,209_AL_.jpg",Actor,Parks and Recreation (tt1266020)
693,nm1927701,Tyler James Williams,"https://m.media-amazon.com/images/M/MV5BODYzNTQyMDk3N15BMl5BanBnXkFtZTgwMDEwMDIxNzM@._V1_UY209_CR9,0,140,209_AL_.jpg",Actor,Dear White People (tt2235108)
694,nm0001073,Courteney Cox,"https://m.media-amazon.com/images/M/MV5BMTA4OTczNDExNDNeQTJeQWpwZ15BbWU3MDUyNTIzMTM@._V1_UY209_CR5,0,140,209_AL_.jpg",Actress,Friends (tt0108778)
695,nm0000213,Winona Ryder,"https://m.media-amazon.com/images/M/MV5BMTQ3NzM3MTc2NF5BMl5BanBnXkFtZTcwODMxNjA0NA@@._V1_UY209_CR7,0,140,209_AL_.jpg",Actress,Little Women (tt0110367)
696,nm0000463,Famke Janssen,"https://m.media-amazon.com/images/M/MV5BNDQ5MjU2NTQ0OV5BMl5BanBnXkFtZTcwNzAzODU1Mg@@._V1_UY209_CR9,0,140,209_AL_.jpg",Actress,X-Men: The Last Stand (tt0376994)
697,nm0384494,Marianna Hill,"https://m.media-amazon.com/images/M/MV5BYjM3M2FkZTktNWM1MC00M2JlLThhOWEtYjE0MTQyNDNhZjQzXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,High Plains Drifter (tt0068699)
698,nm0893257,Milo Ventimiglia,"https://m.media-amazon.com/images/M/MV5BZWFlMjU0OWYtNDI3Mi00MmVmLWFkNjUtNWVkYWJhYjNlMDdiXkEyXkFqcGdeQXVyOTE0NjgwMjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Heroes (tt0813715)
699,nm0000151,Morgan Freeman,"https://m.media-amazon.com/images/M/MV5BMTc0MDMyMzI2OF5BMl5BanBnXkFtZTcwMzM2OTk1MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Invictus (tt1057500)
700,nm0001752,Steven Soderbergh,"https://m.media-amazon.com/images/M/MV5BMTQwMjE3ODU1NV5BMl5BanBnXkFtZTYwMzc3MDIz._V1_UX140_CR0,0,140,209_AL_.jpg",Director,"Sex, Lies, and Videotape (tt0098724)"
701,nm2472838,Kyla Kenedy,"https://m.media-amazon.com/images/M/MV5BNzVhMGNhZGItNTA5Ny00NmU0LWE2MGMtYWNjNTVhOGEyNTk0XkEyXkFqcGdeQXVyMTE4MzI1MzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,The Walking Dead (tt1520211)
702,nm0001467,Jared Leto,"https://m.media-amazon.com/images/M/MV5BMTczMjUwNDUzMF5BMl5BanBnXkFtZTgwNDA4OTAzMTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Dallas Buyers Club (tt0790636)
703,nm0197647,James Badge Dale,"https://m.media-amazon.com/images/M/MV5BMjIzNzEyMDkwOV5BMl5BanBnXkFtZTcwNDcxOTAyMw@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,The Departed (tt0407887)
704,nm0000316,Mel Brooks,"https://m.media-amazon.com/images/M/MV5BMTU2MzI5NjA1NV5BMl5BanBnXkFtZTgwMjEyNjQ0MTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Spaceballs (tt0094012)
705,nm0290556,James Franco,"https://m.media-amazon.com/images/M/MV5BMjA4MzMzNDM5MF5BMl5BanBnXkFtZTgwMjQ0MDk0NDM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Spring Breakers (tt2101441)
706,nm8412536,Milly Shapiro,"https://m.media-amazon.com/images/M/MV5BYjhkYmYwMmMtYzBlNS00ZjEyLWI5YWMtNDFlYzM3NGVkYWVjXkEyXkFqcGdeQXVyODQ4NjkzNjQ@._V1_UY209_CR86,0,140,209_AL_.jpg",Actress,Hereditary (tt7784604)
707,nm0000132,Claire Danes,"https://m.media-amazon.com/images/M/MV5BMTMyMzQ1Mjk3M15BMl5BanBnXkFtZTcwNzk3ODMxNw@@._V1_UY209_CR10,0,140,209_AL_.jpg",Actress,My So-Called Life (tt0108872)
708,nm0992538,Steve Howey,"https://m.media-amazon.com/images/M/MV5BNDVjM2M1MjktMDZjMi00ODkyLWFlNzUtNjQwY2QyNDMzM2JiXkEyXkFqcGdeQXVyODEwMjQ0MzY@._V1_UY209_CR16,0,140,209_AL_.jpg",Actor,Bride Wars (tt0901476)
